instance,alpha,obj_value,time
MDG-a_2_n500_m50,0.7,7609.860000000006,1.1222832202911377
MDG-a_2_n500_m50,0.8,7639.889999999998,1.0415091514587402
MDG-a_2_n500_m50,0.9,7664.840000000003,1.1217138767242432
MDG-a_2_n500_m50,1,7609.939999999999,1.0232672691345215
MDG-a_2_n500_m50,-1,7629.590000000003,1.0518412590026855
MDG-a_4_100_m10,0,353.51,1.0001628398895264
MDG-a_4_100_m10,0.1,355.72000000000014,1.0003747940063477
MDG-a_4_100_m10,0.2,355.7200000000001,1.0000576972961426
MDG-a_4_100_m10,0.3,355.7200000000001,1.0017774105072021
MDG-a_4_100_m10,0.4,355.72000000000014,1.001640796661377
MDG-a_4_100_m10,0.5,355.72000000000014,1.0003485679626465
MDG-a_4_100_m10,0.6,355.72000000000014,1.0007143020629883
MDG-a_4_100_m10,0.7,355.72000000000014,1.0032029151916504
MDG-a_4_100_m10,0.8,355.72000000000014,1.0024616718292236
MDG-a_4_100_m10,0.9,355.72,1.0030672550201416
MDG-a_4_100_m10,1,355.72000000000014,1.0017461776733398
MDG-a_4_100_m10,-1,355.72000000000014,1.00191068649292
MDG-a_5_n500_m50,0,7632.9400000000005,1.0103657245635986
MDG-a_5_n500_m50,0.1,7648.029999999999,1.0711846351623535
MDG-a_5_n500_m50,0.2,7633.430000000001,1.0017285346984863
MDG-a_5_n500_m50,0.3,7643.089999999999,1.0679376125335693
MDG-a_5_n500_m50,0.4,7624.52,1.053593635559082
MDG-a_5_n500_m50,0.5,7628.8299999999945,1.165900707244873
MDG-a_5_n500_m50,0.6,7622.829999999998,1.0329432487487793
MDG-a_5_n500_m50,0.7,7636.150000000005,1.0959091186523438
MDG-a_5_n500_m50,0.8,7666.62,1.0437180995941162
MDG-a_5_n500_m50,0.9,7606.67,1.0693364143371582
MDG-a_5_n500_m50,1,7573.010000000002,1.0995094776153564
MDG-a_5_n500_m50,-1,7647.940000000005,1.039062738418579
MDG-a_6_n500_m50,0,7688.520000000003,1.0082764625549316
MDG-a_6_n500_m50,0.1,7675.919999999999,1.044226884841919
MDG-a_6_n500_m50,0.2,7674.829999999998,1.0399713516235352
MDG-a_6_n500_m50,0.3,7671.589999999997,1.0178961753845215
MDG-a_6_n500_m50,0.4,7615.3700000000035,1.0861763954162598
MDG-a_6_n500_m50,0.5,7639.85,1.0211989879608154
MDG-a_6_n500_m50,0.6,7616.610000000003,1.1025032997131348
MDG-a_6_n500_m50,0.7,7667.500000000001,1.060060739517212
MDG-a_6_n500_m50,0.8,7736.950000000004,1.0833461284637451
MDG-a_6_n500_m50,0.9,7737.659999999994,1.065042495727539
MDG-a_6_n500_m50,1,7612.18,1.097078800201416
MDG-a_6_n500_m50,-1,7718.830000000002,1.188014030456543
MDG-a_9_n500_m50,0,7681.310000000001,1.0147697925567627
MDG-a_9_n500_m50,0.1,7701.490000000001,1.0310192108154297
MDG-a_9_n500_m50,0.2,7679.58,1.0337636470794678
MDG-a_9_n500_m50,0.3,7686.590000000005,1.0225763320922852
MDG-a_9_n500_m50,0.4,7680.0,1.0948126316070557
MDG-a_9_n500_m50,0.5,7660.620000000002,1.0963351726531982
MDG-a_9_n500_m50,0.6,7601.869999999998,1.0027780532836914
MDG-a_9_n500_m50,0.7,7633.770000000002,1.1108489036560059
MDG-a_9_n500_m50,0.8,7647.569999999999,1.1607959270477295
MDG-a_9_n500_m50,0.9,7682.75,1.0887975692749023
MDG-a_9_n500_m50,1,7625.860000000003,1.1263935565948486
MDG-a_9_n500_m50,-1,7709.280000000001,1.1080365180969238
